amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,zeroOriginBalance,type,Real_Fraud,Predicted_Fraud,Fraud_Probability
120763.05,0.0,0.0,224447.5,345210.54,False,CASH_OUT,0,0,0.0
168150.22,68046.0,0.0,0.0,168150.22,True,CASH_OUT,0,0,0.0
133877.48,17264.0,0.0,1009957.83,1143835.31,True,CASH_OUT,0,0,0.0
34122.44,180201.0,146078.56,851.0,0.0,False,CASH_OUT,0,0,0.0
2120611.12,0.0,0.0,6450489.1,8571100.23,False,TRANSFER,0,0,0.0
263503.71,0.0,0.0,485282.69,748786.4,False,CASH_OUT,0,0,0.0
41656.5,0.0,0.0,50034.0,91690.5,False,CASH_OUT,0,0,0.0
40477.93,138511.0,98033.07,1512018.4,1552496.33,False,CASH_OUT,0,0,0.0
69659.07,7256.0,0.0,0.0,69659.07,True,CASH_OUT,0,0,0.0
1152084.67,0.0,0.0,1642078.79,2794163.46,False,TRANSFER,0,0,0.0
115885.25,0.0,0.0,850416.89,966302.14,False,TRANSFER,0,0,0.0
343347.06,0.0,0.0,384137.9,727484.96,False,CASH_OUT,0,0,0.0
111467.45,0.0,0.0,289951.03,401418.48,False,CASH_OUT,0,0,0.0
141100.88,80506.0,0.0,89384.09,230484.96,True,CASH_OUT,0,0,0.0
370084.34,0.0,0.0,542264.9,912349.24,False,TRANSFER,0,0,0.0
75987.34,0.0,0.0,292097.62,368084.95,False,CASH_OUT,0,0,0.0
60579.49,0.0,0.0,106227.46,166806.94,False,CASH_OUT,0,0,0.0
145981.41,0.0,0.0,429879.34,575860.74,False,TRANSFER,0,0,0.0
24068.18,0.0,0.0,546380.09,570448.27,False,CASH_OUT,0,0,0.0
406390.63,0.0,0.0,596285.7,1002676.33,False,TRANSFER,0,0,0.0
221903.23,301148.0,79244.77,0.0,221903.23,False,CASH_OUT,0,0,0.0
130708.47,2041.0,0.0,0.0,130708.47,True,CASH_OUT,0,0,0.0
32219.81,31974.0,0.0,281907.5,314127.31,True,CASH_OUT,0,0,0.0
487473.5,0.0,0.0,13130373.96,13617847.46,False,TRANSFER,0,0,0.0
26278.97,81121.92,54842.95,1514318.53,1540597.5,False,CASH_OUT,0,0,0.0
85086.43,0.0,0.0,89306.1,174392.53,False,CASH_OUT,0,0,0.0
246007.79,5912.92,0.0,4138473.55,4384481.34,True,TRANSFER,0,0,0.0
120320.05,10526.0,0.0,4485.47,124805.52,True,CASH_OUT,0,0,0.0
494967.53,389723.57,0.0,3374365.19,3869332.72,True,CASH_OUT,0,0,0.0
120640.79,584309.0,463668.21,1000644.35,1121285.14,False,CASH_OUT,0,0,0.0
333511.44,4850.0,0.0,0.0,333511.44,True,CASH_OUT,0,0,0.0
167753.83,0.0,0.0,234186.48,631589.47,False,CASH_OUT,0,0,0.0
449836.41,0.0,0.0,602832.32,1052668.73,False,CASH_OUT,0,0,0.0
267354.21,8088.0,0.0,0.0,267354.21,True,CASH_OUT,0,0,0.0
364108.48,7859.0,0.0,0.0,364108.48,True,CASH_OUT,0,0,0.0
525350.04,304420.0,0.0,0.0,525350.04,True,TRANSFER,0,1,0.18
107141.17,12453.0,0.0,259702.29,515055.45,True,CASH_OUT,0,0,0.0
131718.61,10891.0,0.0,151744.09,283462.7,True,CASH_OUT,0,0,0.0
242120.59,12734.64,0.0,442873.43,684994.02,True,TRANSFER,0,0,0.0
115666.21,0.0,0.0,1008144.02,1123810.24,False,CASH_OUT,0,0,0.0
247210.22,578.0,0.0,4057676.85,4304887.07,True,CASH_OUT,0,0,0.0
185603.04,18510.0,0.0,121258.01,306861.05,True,CASH_OUT,0,0,0.0
97350.13,7923639.39,7826289.26,186178.32,160083.17,False,CASH_OUT,0,0,0.0
1268438.95,41197.0,0.0,270726.8,1539165.75,True,TRANSFER,0,0,0.0
31913.82,57893.29,25979.47,263665.53,295579.35,False,CASH_OUT,0,0,0.01
198282.31,25040.0,0.0,1634314.48,1832596.79,True,TRANSFER,0,0,0.0
76095.03,0.0,0.0,531391.58,607486.61,False,CASH_OUT,0,0,0.0
158798.25,0.0,0.0,3704643.39,4022505.34,False,CASH_OUT,0,0,0.0
696070.2,412276.0,0.0,527208.44,1223278.64,True,TRANSFER,0,0,0.04
61830.83,9740.94,0.0,4369543.82,4431374.65,True,TRANSFER,0,0,0.0
306415.95,384268.45,77852.5,14150.0,231349.02,False,CASH_OUT,0,0,0.02
235974.4,0.0,0.0,1304598.21,718896.4,False,CASH_OUT,0,0,0.0
236571.86,0.0,0.0,651232.53,887804.39,False,CASH_OUT,0,0,0.0
93949.43,0.0,0.0,1491874.25,1585823.68,False,CASH_OUT,0,0,0.0
224929.68,0.0,0.0,2022854.58,2247784.26,False,CASH_OUT,0,0,0.0
42733.81,0.0,0.0,13625635.38,13668369.19,False,CASH_OUT,0,0,0.0
104052.95,0.0,0.0,2170095.22,2274148.17,False,CASH_OUT,0,0,0.0
139339.57,0.0,0.0,2202052.16,2341391.72,False,CASH_OUT,0,0,0.0
4162.71,0.0,0.0,89690.62,93853.34,False,CASH_OUT,0,0,0.0
1017733.49,33177.0,0.0,59572.64,1077306.13,True,TRANSFER,0,0,0.0
513210.81,0.0,0.0,768940.94,1282151.75,False,TRANSFER,0,0,0.0
147082.69,968.0,0.0,66230.62,0.0,True,CASH_OUT,0,0,0.0
204062.61,0.0,0.0,3925311.82,4129374.43,False,CASH_OUT,0,0,0.0
25559.05,57555.0,31995.95,270.0,90960.62,False,CASH_OUT,0,0,0.01
74943.7,19310.0,0.0,550236.9,625180.6,True,CASH_OUT,0,0,0.0
86791.16,64548.0,0.0,548473.9,635265.06,True,CASH_OUT,0,0,0.0
56897.34,144778.0,87880.66,967307.74,1024205.08,False,CASH_OUT,0,0,0.0
43549.02,0.0,0.0,788852.78,832401.8,False,CASH_OUT,0,0,0.0
28536.13,0.0,0.0,239947.46,268483.59,False,CASH_OUT,0,0,0.0
199847.46,24584.0,0.0,0.0,199847.46,True,CASH_OUT,0,0,0.0
239775.61,16614.0,0.0,1219396.97,1459172.58,True,CASH_OUT,0,0,0.0
2016564.91,39993.0,0.0,1140842.88,3157407.78,True,TRANSFER,0,0,0.0
968458.08,5573.0,0.0,17866.11,986324.19,True,TRANSFER,0,0,0.02
507262.93,0.0,0.0,2921707.32,3428970.25,False,CASH_OUT,0,0,0.0
14014.74,0.0,0.0,270230.64,284245.38,False,CASH_OUT,0,0,0.0
165028.8,48644.0,0.0,147989.37,313018.17,True,CASH_OUT,0,0,0.0
110750.56,0.0,0.0,6742629.63,6853380.19,False,CASH_OUT,0,0,0.0
9872.14,402735.0,392862.86,0.0,9872.14,False,CASH_OUT,0,0,0.0
26384.64,10154.0,0.0,6541512.22,6567896.86,True,CASH_OUT,0,0,0.0
84972.61,8285.0,0.0,0.0,84972.61,True,CASH_OUT,0,0,0.0
425051.28,9674.0,0.0,594186.02,1019237.31,True,TRANSFER,0,0,0.0
255805.06,0.0,0.0,1632090.49,1887895.55,False,CASH_OUT,0,0,0.0
138627.83,0.0,0.0,13761801.65,13903504.04,False,TRANSFER,0,0,0.0
27852.74,1129.0,0.0,1621665.92,1649518.66,True,CASH_OUT,0,0,0.05
627123.06,0.0,0.0,4775761.62,5402884.68,False,TRANSFER,0,0,0.0
200008.72,0.0,0.0,541628.04,741636.76,False,CASH_OUT,0,0,0.0
125523.93,0.0,0.0,1271424.79,1396948.72,False,CASH_OUT,0,0,0.0
101244.37,155260.0,54015.63,3032.0,95931.69,False,CASH_OUT,0,0,0.0
246628.2,160222.0,0.0,292191.7,538819.9,True,CASH_OUT,0,0,0.0
37135.22,0.0,0.0,124778.03,161913.25,False,CASH_OUT,0,0,0.0
19493.17,0.0,0.0,1388042.61,1407535.79,False,CASH_OUT,0,0,0.0
170717.58,11654.0,0.0,653008.86,823726.44,True,TRANSFER,0,0,0.0
24950.49,0.0,0.0,3256973.96,3281924.46,False,CASH_OUT,0,0,0.0
54160.28,739059.7,684899.42,4178493.91,4732117.11,False,CASH_OUT,0,0,0.0
260628.47,10026.0,0.0,0.0,260628.47,True,CASH_OUT,0,0,0.0
738335.99,0.0,0.0,1260615.5,1998951.5,False,CASH_OUT,0,0,0.0
201461.6,186446.0,0.0,0.0,201461.6,True,CASH_OUT,0,0,0.06
8377730.52,50015.0,0.0,694148.73,9071879.25,True,TRANSFER,0,0,0.0
665565.7,29947.0,0.0,3517799.27,4511803.66,True,TRANSFER,0,0,0.0
223127.94,198306.0,0.0,122003.41,345131.35,True,TRANSFER,0,0,0.0
281327.97,52113.0,0.0,134117.15,415445.11,True,CASH_OUT,0,0,0.0
6205.14,0.0,0.0,2989481.48,2995686.62,False,CASH_OUT,0,0,0.0
79953.5,0.0,0.0,1523236.06,1603189.56,False,CASH_OUT,0,0,0.0
156539.72,0.0,0.0,915872.91,1072412.63,False,CASH_OUT,0,0,0.0
61244.95,0.0,0.0,75063.06,136308.01,False,CASH_OUT,0,0,0.0
65597.41,39932.0,0.0,226319.49,291916.89,True,CASH_OUT,0,0,0.0
35409.82,83938.0,48528.18,413591.78,449001.6,False,CASH_OUT,0,0,0.0
122347.64,23363.2,0.0,1799546.51,1921894.15,True,TRANSFER,0,0,0.0
86074.43,0.0,0.0,1052527.74,1138602.17,False,CASH_OUT,0,0,0.0
81652.98,0.0,0.0,1411471.32,1493124.3,False,CASH_OUT,0,0,0.0
212849.01,10005.0,0.0,19628.84,232477.85,True,TRANSFER,0,0,0.0
530390.61,0.0,0.0,688176.44,1218567.05,False,TRANSFER,0,0,0.0
633934.4,10419.0,0.0,131863.99,765798.39,True,TRANSFER,0,0,0.0
235775.98,251.0,0.0,0.0,235775.98,True,CASH_OUT,0,0,0.0
245993.38,18935.0,0.0,803635.76,1049629.14,True,CASH_OUT,0,0,0.0
273339.61,11330.0,0.0,5375665.03,5364166.36,True,CASH_OUT,0,0,0.0
54414.67,0.0,0.0,89624.66,144039.33,False,CASH_OUT,0,0,0.0
54261.71,451.0,0.0,0.0,54261.71,True,CASH_OUT,0,0,0.0
195329.05,0.0,0.0,590738.86,786067.9,False,CASH_OUT,0,0,0.0
120561.63,0.0,0.0,144294.4,264856.04,False,CASH_OUT,0,0,0.0
200092.65,0.0,0.0,468153.66,668246.31,False,CASH_OUT,0,0,0.0
224774.19,6911.0,0.0,497474.55,760860.73,True,CASH_OUT,0,0,0.0
299822.09,0.0,0.0,471063.39,770885.48,False,TRANSFER,0,0,0.0
42843.05,0.0,0.0,3758226.36,3801069.41,False,CASH_OUT,0,0,0.0
285998.97,113633.0,0.0,138020.41,579183.18,True,CASH_OUT,0,0,0.0
126813.12,0.0,0.0,567777.3,694590.42,False,CASH_OUT,0,0,0.0
533065.32,5004.0,0.0,0.0,533065.32,True,CASH_OUT,0,0,0.0
34030.74,0.0,0.0,80687.71,114718.45,False,CASH_OUT,0,0,0.0
520570.64,0.0,0.0,2639576.77,3160147.41,False,TRANSFER,0,0,0.0
81329.57,74296.29,0.0,1136628.48,1217958.05,True,CASH_OUT,0,0,0.0
505999.46,0.0,0.0,1029448.73,1535448.19,False,CASH_OUT,0,0,0.0
148433.99,179171.07,30737.08,1977523.36,2125957.35,False,CASH_OUT,0,0,0.0
56449.99,104427.02,47977.03,192809.72,249259.71,False,CASH_OUT,0,0,0.0
1243793.6,0.0,0.0,2606156.98,3849950.59,False,TRANSFER,0,0,0.0
233144.01,175479.0,0.0,784182.22,1017326.23,True,CASH_OUT,0,0,0.09
211446.55,6083.0,0.0,451212.49,783318.13,True,CASH_OUT,0,0,0.0
166526.79,119420.0,0.0,17011.82,183538.6,True,CASH_OUT,0,0,0.0
155841.66,159173.0,3331.34,0.0,155841.66,False,CASH_OUT,0,0,0.0
59873.92,0.0,0.0,662398.9,722272.82,False,CASH_OUT,0,0,0.0
133345.79,52964.0,0.0,0.0,133345.79,True,CASH_OUT,0,0,0.0
239860.55,60503.0,0.0,0.0,239860.55,True,CASH_OUT,0,0,0.0
90108.6,0.0,0.0,1600619.28,1623377.2,False,CASH_OUT,0,0,0.0
96433.44,20973.0,0.0,0.0,96433.44,True,CASH_OUT,0,0,0.0
94926.45,0.0,0.0,2201003.35,2295929.8,False,CASH_OUT,0,0,0.0
4953893.08,4953893.08,4953893.08,0.0,0.0,False,TRANSFER,1,1,0.23
219127.5,62660.0,0.0,104471.2,318574.94,True,CASH_OUT,0,0,0.0
848131.43,41195.0,0.0,2170215.92,3018347.35,True,TRANSFER,0,0,0.0
177722.08,0.0,0.0,207223.0,384945.08,False,CASH_OUT,0,0,0.0
31384.31,414.0,0.0,0.0,31384.31,True,CASH_OUT,0,0,0.0
150177.04,38930.0,0.0,412558.73,562735.77,True,CASH_OUT,0,0,0.02
152540.86,14137.0,0.0,52498.0,205038.86,True,CASH_OUT,0,0,0.0
21666.38,0.0,0.0,1705399.3,1727065.69,False,CASH_OUT,0,0,0.0
94072.91,429542.98,335470.07,320005.23,414078.14,False,CASH_OUT,0,0,0.0
2051467.47,0.0,0.0,2382030.2,4433497.67,False,TRANSFER,0,0,0.0
1296300.24,0.0,0.0,7353741.66,8650041.9,False,TRANSFER,0,0,0.01
287544.47,0.0,0.0,2202091.42,2489635.89,False,CASH_OUT,0,0,0.0
118245.56,0.0,0.0,3638749.56,3756995.12,False,CASH_OUT,0,0,0.0
17808.61,0.0,0.0,3186492.99,3027732.19,False,CASH_OUT,0,0,0.0
98996.95,0.0,0.0,1144268.93,1243265.88,False,CASH_OUT,0,0,0.0
282642.67,128123.0,0.0,1850764.34,2133407.01,True,CASH_OUT,0,0,0.0
339978.0,5057.0,0.0,341832.16,681810.17,True,TRANSFER,0,0,0.0
294704.97,0.0,0.0,1580530.6,1875235.58,False,CASH_OUT,0,0,0.0
25301.16,0.0,0.0,299211.97,324513.13,False,CASH_OUT,0,0,0.0
114337.87,40465.0,0.0,10729808.29,10844146.16,True,CASH_OUT,0,0,0.0
87737.22,23.0,0.0,9949765.46,10242003.84,True,CASH_OUT,0,0,0.0
72747.91,7476.74,0.0,987277.3,1060025.21,True,CASH_OUT,0,0,0.05
408676.3,0.0,0.0,3376949.99,3785626.29,False,CASH_OUT,0,0,0.0
49921.5,0.0,0.0,4918089.81,4968011.31,False,CASH_OUT,0,0,0.0
6049.29,5010.0,0.0,136339.06,142388.35,True,CASH_OUT,0,0,0.06
210973.76,0.0,0.0,565231.38,776205.14,False,CASH_OUT,0,0,0.0
158441.04,0.0,0.0,587214.97,745656.0,False,TRANSFER,0,0,0.0
45870.05,0.0,0.0,1771965.63,1817835.68,False,CASH_OUT,0,0,0.0
361653.25,0.0,0.0,993795.32,1355448.57,False,TRANSFER,0,0,0.0
126149.36,1418.0,0.0,0.0,310378.27,True,CASH_OUT,0,0,0.0
268241.37,27018.0,0.0,147060.2,415301.58,True,TRANSFER,0,0,0.0
216379.09,0.0,0.0,1075329.77,1291708.86,False,CASH_OUT,0,0,0.0
24117.2,61131.0,37013.8,108335.34,132452.54,False,CASH_OUT,0,0,0.0
235809.26,0.0,0.0,375472.27,611281.53,False,TRANSFER,0,0,0.0
132076.85,0.0,0.0,903020.69,1035097.54,False,CASH_OUT,0,0,0.0
1509061.31,0.0,0.0,1561234.34,3070295.65,False,TRANSFER,0,0,0.0
222624.26,0.0,0.0,1284774.76,1507399.03,False,CASH_OUT,0,0,0.0
82560.17,15162.0,0.0,0.0,82560.17,True,CASH_OUT,0,0,0.0
524241.41,0.0,0.0,2267391.26,2791632.67,False,CASH_OUT,0,0,0.0
113568.69,0.0,0.0,426051.11,539619.8,False,CASH_OUT,0,0,0.0
1260.67,51405.0,50144.33,868118.27,869378.94,False,CASH_OUT,0,0,0.0
105578.77,73582.0,0.0,1796897.58,1902476.35,True,CASH_OUT,0,0,0.0
1083.01,30038.0,28954.99,2990894.3,2991977.31,False,CASH_OUT,0,0,0.0
69525.21,4654.0,0.0,296544.65,366069.86,True,CASH_OUT,0,0,0.0
93483.23,93483.23,0.0,86882.3,180365.53,True,CASH_OUT,1,0,0.0
82363.96,36318.0,0.0,94357.29,176721.25,True,CASH_OUT,0,0,0.0
243999.38,33215.0,0.0,392846.06,1109339.65,True,CASH_OUT,0,0,0.0
1385178.32,2728.0,0.0,25474.55,1410652.86,True,TRANSFER,0,0,0.0
181557.53,20940.0,0.0,0.0,181557.53,True,CASH_OUT,0,0,0.0
21019.63,0.0,0.0,703663.14,724682.77,False,CASH_OUT,0,0,0.0
253265.02,0.0,0.0,1257141.58,1510406.6,False,CASH_OUT,0,0,0.0
272037.69,0.0,0.0,512611.19,784648.88,False,CASH_OUT,0,0,0.0
228636.43,29939.0,0.0,4652898.01,4881534.44,True,CASH_OUT,0,0,0.0
121396.34,441804.65,320408.31,369918.73,491315.07,False,CASH_OUT,0,0,0.0
92673.94,0.0,0.0,3337907.28,3430581.21,False,CASH_OUT,0,0,0.0
20150.34,0.0,0.0,212220.0,334190.04,False,TRANSFER,0,0,0.0
75427.85,153553.91,78126.06,111303.56,186731.41,False,CASH_OUT,0,0,0.0
380950.45,103340.0,0.0,284055.64,665006.08,True,CASH_OUT,0,0,0.0
33646.67,206097.0,172450.33,148943.6,182590.27,False,CASH_OUT,0,0,0.0
24203.22,0.0,0.0,445634.41,469837.63,False,TRANSFER,0,0,0.0
398660.79,0.0,0.0,509061.6,907722.39,False,TRANSFER,0,0,0.0
84234.81,56048.73,0.0,617999.55,702234.36,True,CASH_OUT,0,0,0.04
50402.25,0.0,0.0,1360122.12,1410524.37,False,CASH_OUT,0,0,0.0
20309.49,208783.0,188473.51,120247.21,140556.7,False,CASH_OUT,0,0,0.0
209088.34,858.0,0.0,476012.63,685100.97,True,CASH_OUT,0,0,0.0
7413746.52,0.0,0.0,20000000.0,27413746.52,False,TRANSFER,0,0,0.0
47575.47,0.0,0.0,92139.36,139714.83,False,CASH_OUT,0,0,0.0
4463.19,0.0,0.0,29280.74,33743.92,False,TRANSFER,0,0,0.0
131261.23,106368.0,0.0,0.0,131261.23,True,CASH_OUT,0,0,0.0
141915.54,6794.0,0.0,0.0,418929.9,True,CASH_OUT,0,0,0.0
120508.83,0.0,0.0,425602.18,677839.29,False,CASH_OUT,0,0,0.0
91654.55,14588.0,0.0,59602.32,151256.86,True,CASH_OUT,0,0,0.0
78355.7,0.0,0.0,741944.95,820300.65,False,TRANSFER,0,0,0.0
309160.48,0.0,0.0,897657.94,1206818.42,False,TRANSFER,0,0,0.0
135890.08,0.0,0.0,282808.96,418699.04,False,CASH_OUT,0,0,0.0
69654.7,6502.32,0.0,335707.46,405362.16,True,CASH_OUT,0,0,0.0
59557.16,1139.0,0.0,153172.36,212729.52,True,CASH_OUT,0,0,0.0
233950.54,0.0,0.0,5457805.86,5691756.4,False,CASH_OUT,0,0,0.0
122363.61,10332.0,0.0,2253089.4,2375453.01,True,CASH_OUT,0,0,0.0
210207.52,29978.0,0.0,1915.46,212122.98,True,TRANSFER,0,0,0.0
73538.0,236.0,0.0,0.0,73538.0,True,CASH_OUT,0,0,0.0
274698.34,0.0,0.0,1639986.67,1914685.01,False,CASH_OUT,0,0,0.0
39995.1,371482.0,331486.9,0.0,39995.1,False,CASH_OUT,0,0,0.0
76345.98,0.0,0.0,481191.05,557537.03,False,CASH_OUT,0,0,0.0
163169.82,0.0,0.0,965264.22,1128434.04,False,CASH_OUT,0,0,0.0
193692.85,153221.0,0.0,1860657.46,2054350.32,True,CASH_OUT,0,0,0.0
340480.47,0.0,0.0,1307541.0,1648021.47,False,CASH_OUT,0,0,0.0
71326.72,17056.0,0.0,1847878.94,1919205.65,True,CASH_OUT,0,0,0.0
265865.89,0.0,0.0,374771.72,640637.61,False,CASH_OUT,0,0,0.0
144113.83,539801.0,395687.17,0.0,144113.83,False,CASH_OUT,0,0,0.0
283372.39,90374.0,0.0,4302216.11,4585588.5,True,TRANSFER,0,0,0.0
269824.21,339.0,0.0,0.0,269824.21,True,CASH_OUT,0,0,0.0
308179.9,0.0,0.0,4706833.95,5015013.85,False,CASH_OUT,0,0,0.0
99977.73,0.0,0.0,1143588.45,1243566.19,False,CASH_OUT,0,0,0.0
82308.62,29758.0,0.0,364580.04,446888.66,True,CASH_OUT,0,0,0.0
96620.18,0.0,0.0,1518507.47,1615127.65,False,CASH_OUT,0,0,0.0
68222.73,220002.0,151779.27,0.0,68222.73,False,CASH_OUT,0,0,0.0
9725.66,11465.0,1739.34,305291.78,315017.45,False,CASH_OUT,0,0,0.0
241554.77,0.0,0.0,256739.45,498294.22,False,CASH_OUT,0,0,0.0
273994.98,19911.0,0.0,290183.49,564178.47,True,CASH_OUT,0,0,0.05
514823.31,0.0,0.0,3848675.49,4363498.8,False,TRANSFER,0,0,0.0
400309.54,10147.0,0.0,1599766.94,2000076.48,True,CASH_OUT,0,0,0.0
1074237.53,0.0,0.0,2828761.66,3902999.18,False,TRANSFER,0,0,0.0
457626.71,0.0,0.0,1147073.2,1604699.9,False,CASH_OUT,0,0,0.0
17614.58,153467.0,135852.42,4414272.51,4431887.08,False,CASH_OUT,0,0,0.0
20598.07,14891.0,0.0,453692.55,474290.62,True,CASH_OUT,0,0,0.0
114334.89,0.0,0.0,230696.98,345031.87,False,CASH_OUT,0,0,0.0
294384.75,0.0,0.0,1408993.19,1703377.95,False,CASH_OUT,0,0,0.0
300411.36,0.0,0.0,440040.96,740452.32,False,CASH_OUT,0,0,0.0
137332.66,0.0,0.0,1672016.99,1809349.65,False,CASH_OUT,0,0,0.0
359032.84,0.0,0.0,1468016.26,1827049.11,False,CASH_OUT,0,0,0.0
230434.9,123178.0,0.0,9872361.1,10102796.0,True,CASH_OUT,0,0,0.0
242493.61,7091.0,0.0,29188.3,271681.91,True,CASH_OUT,0,0,0.0
29683.76,44714.0,15030.24,1924237.87,1953921.63,False,CASH_OUT,0,0,0.0
107655.37,0.0,0.0,13587774.6,13695429.98,False,CASH_OUT,0,0,0.0
189283.86,0.0,0.0,5267452.95,5456736.81,False,CASH_OUT,0,0,0.0
169106.98,0.0,0.0,3278986.2,3448093.19,False,CASH_OUT,0,0,0.0
57422.56,397.0,0.0,320304.51,377727.08,True,CASH_OUT,0,0,0.0
23763.08,49829.0,26065.92,242144.44,265907.52,False,CASH_OUT,0,0,0.0
256137.76,471.0,0.0,1625008.89,1730610.67,True,TRANSFER,0,0,0.0
253076.46,0.0,0.0,4956565.91,5209642.37,False,TRANSFER,0,0,0.0
321090.28,347.0,0.0,1477280.72,1798371.0,True,CASH_OUT,0,0,0.0
299565.32,779.0,0.0,0.0,299565.32,True,CASH_OUT,0,0,0.0
396529.11,147673.0,0.0,0.0,396529.11,True,CASH_OUT,0,0,0.0
284886.89,25298.0,0.0,0.0,284886.89,True,CASH_OUT,0,0,0.0
240156.34,0.0,0.0,2811902.28,3052058.62,False,CASH_OUT,0,0,0.0
76664.1,0.0,0.0,1302131.67,1378795.78,False,CASH_OUT,0,0,0.0
853455.29,5.0,0.0,0.0,853455.29,True,TRANSFER,0,0,0.0
152741.37,19326.0,0.0,3912095.19,4064836.56,True,CASH_OUT,0,0,0.0
170375.67,31405.0,0.0,0.0,170375.67,True,CASH_OUT,0,0,0.0
664908.58,49623.0,0.0,7073836.56,7738745.14,True,TRANSFER,0,0,0.0
291112.06,763.0,0.0,1122327.41,1413439.47,True,CASH_OUT,0,0,0.0
1604751.82,0.0,0.0,2086440.3,3848298.83,False,TRANSFER,0,0,0.0
81056.51,20356.0,0.0,0.0,81056.51,True,TRANSFER,0,0,0.0
40474.84,0.0,0.0,246280.64,286755.48,False,CASH_OUT,0,0,0.0
654673.42,149928.0,0.0,1408203.63,2062877.05,True,TRANSFER,0,0,0.0
15087.86,0.0,0.0,26984.83,42072.69,False,CASH_OUT,0,0,0.0
6063.37,0.0,0.0,1071442.16,1077505.53,False,CASH_OUT,0,0,0.0
1789379.91,130163.11,0.0,4329140.53,6118520.43,True,TRANSFER,0,0,0.0
74573.02,0.0,0.0,4258929.62,4333502.64,False,CASH_OUT,0,0,0.0
5872.88,2007.0,0.0,304868.14,310741.02,True,CASH_OUT,0,0,0.05
230868.59,0.0,0.0,1639062.24,1869930.83,False,TRANSFER,0,0,0.0
204388.79,46169.0,0.0,0.0,204388.79,True,CASH_OUT,0,0,0.0
98325.95,50712.0,0.0,372139.34,470465.29,True,CASH_OUT,0,0,0.0
120476.59,5032.0,0.0,122726.68,243203.27,True,TRANSFER,0,0,0.0
384666.5,20954.0,0.0,116471.21,501137.71,True,CASH_OUT,0,0,0.0
236063.57,45987.0,0.0,0.0,243712.13,True,CASH_OUT,0,0,0.0
510190.97,57590.0,0.0,115914.88,626105.86,True,CASH_OUT,0,0,0.0
269695.18,31684.0,0.0,247559.64,517254.82,True,CASH_OUT,0,0,0.0
274122.89,0.0,0.0,6014029.11,6219145.29,False,CASH_OUT,0,0,0.0
62425.1,0.0,0.0,582547.62,644972.72,False,CASH_OUT,0,0,0.0
1068295.94,0.0,0.0,1797208.19,2865504.13,False,TRANSFER,0,0,0.0
794911.67,0.0,0.0,887975.79,1682887.46,False,TRANSFER,0,0,0.0
123525.08,59471.0,0.0,139210.63,262735.71,True,CASH_OUT,0,0,0.0
200036.26,0.0,0.0,584562.14,784598.4,False,CASH_OUT,0,0,0.0
592590.8,0.0,0.0,1011540.67,1604131.47,False,TRANSFER,0,0,0.0
20325.13,0.0,0.0,10617975.15,10638300.28,False,CASH_OUT,0,0,0.0
90930.74,0.0,0.0,1051367.75,1142298.49,False,CASH_OUT,0,0,0.0
313986.23,125632.0,0.0,0.0,313986.23,True,CASH_OUT,0,0,0.02
104644.46,0.0,0.0,5937841.96,6042486.42,False,CASH_OUT,0,0,0.0
7262.75,0.0,0.0,2134492.68,2141755.43,False,CASH_OUT,0,0,0.01
84124.22,0.0,0.0,528507.34,612631.56,False,CASH_OUT,0,0,0.0
207243.57,0.0,0.0,6830933.94,7307796.81,False,CASH_OUT,0,0,0.0
104282.17,5610.0,0.0,816778.78,921060.94,True,CASH_OUT,0,0,0.0
147422.06,65873.0,0.0,319118.63,466540.69,True,CASH_OUT,0,0,0.0
553127.73,59916.0,0.0,22328251.2,22881378.93,True,TRANSFER,0,0,0.0
806413.8,52747.0,0.0,116045.92,922459.72,True,TRANSFER,0,0,0.0
128904.37,486900.66,357996.29,546446.68,454074.1,False,CASH_OUT,0,0,0.0
713697.27,0.0,0.0,1441809.26,2155506.53,False,TRANSFER,0,0,0.0
154965.75,0.0,0.0,239095.05,394060.79,False,CASH_OUT,0,0,0.0
156765.52,0.0,0.0,383977.55,540743.07,False,CASH_OUT,0,0,0.0
76188.59,10926.0,0.0,286138.53,362327.13,True,CASH_OUT,0,0,0.0
181590.25,16877.0,0.0,965075.32,1146665.57,True,CASH_OUT,0,0,0.0
402018.27,11328.0,0.0,2871801.44,3273819.71,True,CASH_OUT,0,0,0.0
348275.35,0.0,0.0,2854643.75,3202919.1,False,CASH_OUT,0,0,0.0
211844.24,21087.0,0.0,0.0,211844.24,True,CASH_OUT,0,0,0.0
250093.5,41613.0,0.0,261693.62,511787.12,True,CASH_OUT,0,0,0.0
99331.09,0.0,0.0,2538215.99,2637547.09,False,CASH_OUT,0,0,0.0
68894.72,41725.0,0.0,0.0,68894.72,True,CASH_OUT,0,0,0.0
426993.6,0.0,0.0,3023556.26,3450549.86,False,CASH_OUT,0,0,0.0
175807.19,0.0,0.0,383234.32,559041.51,False,CASH_OUT,0,0,0.0
440896.77,101133.0,0.0,1652987.45,2093884.21,True,CASH_OUT,0,0,0.0
53443.85,0.0,0.0,1380713.82,1434157.67,False,CASH_OUT,0,0,0.0
12169.26,232632.0,220462.74,3409398.87,3421568.13,False,CASH_OUT,0,0,0.0
252502.03,0.0,0.0,2389917.19,2642419.22,False,TRANSFER,0,0,0.0
79936.47,15081.0,0.0,1479715.18,1559651.65,True,CASH_OUT,0,0,0.0
